,year_film,year_ceremony,ceremony,category,name,film,winner,Number of wins
5394,2004,2005,77,ACTOR IN A LEADING ROLE,Johnny Depp,Finding Neverland,False,1
5396,2004,2005,77,ACTOR IN A LEADING ROLE,Clint Eastwood,Million Dollar Baby,False,4
5398,2004,2005,77,ACTOR IN A SUPPORTING ROLE,Thomas Haden Church,Sideways,False,1
5404,2004,2005,77,ACTRESS IN A LEADING ROLE,Kate Winslet,Eternal Sunshine of the Spotless Mind,False,1
5406,2004,2005,77,ACTRESS IN A SUPPORTING ROLE,Sophie Okonedo,Hotel Rwanda,False,0
5408,2004,2005,77,ANIMATED FEATURE FILM,Brad Bird,The Incredibles,True,2
5433,2004,2005,77,FOREIGN LANGUAGE FILM,Germany,Downfall,False,0
5434,2004,2005,77,FOREIGN LANGUAGE FILM,Spain,The Sea Inside,True,1
5460,2004,2005,77,WRITING (Adapted Screenplay),Screenplay by Richard Linklater & Julie Delpy & Ethan Hawke; Story by Richard Linklater & Kim Krizan,Before Sunset,False,0
5461,2004,2005,77,WRITING (Original Screenplay),Written by Keir Pearson & Terry George,Hotel Rwanda,False,0
5466,2005,2006,78,ACTOR IN A LEADING ROLE,Joaquin Phoenix,Walk the Line,False,1
5469,2005,2006,78,ACTOR IN A SUPPORTING ROLE,Matt Dillon,Crash,False,3
5470,2005,2006,78,ACTOR IN A SUPPORTING ROLE,Paul Giamatti,Cinderella Man,False,0
5479,2005,2006,78,ANIMATED FEATURE FILM,Hayao Miyazaki,Howl's Moving Castle,False,0
5484,2005,2006,78,ART DIRECTION,Art Direction:  Grant Major; Set Decoration:  Dan Hennah and Simon Bright,King Kong,False,3
5487,2005,2006,78,CINEMATOGRAPHY,Wally Pfister,Batman Begins,False,0
5504,2005,2006,78,FILM EDITING,Mike Hill and Dan Hanley,Cinderella Man,False,0
5512,2005,2006,78,MAKEUP,David Leroy Anderson and Lance Anderson,Cinderella Man,False,0
5537,2006,2007,79,ACTOR IN A LEADING ROLE,Leonardo DiCaprio,Blood Diamond,False,0
5542,2006,2007,79,ACTOR IN A SUPPORTING ROLE,Alan Arkin,Little Miss Sunshine,True,2
5544,2006,2007,79,ACTOR IN A SUPPORTING ROLE,Djimon Hounsou,Blood Diamond,False,0
5546,2006,2007,79,ACTOR IN A SUPPORTING ROLE,Mark Wahlberg,The Departed,False,4
5558,2006,2007,79,ART DIRECTION,Art Direction:  Eugenio Caballero; Set Decoration:  Pilar Revuelta,Pan's Labyrinth,True,3
5560,2006,2007,79,ART DIRECTION,Art Direction:  Nathan Crowley; Set Decoration:  Julie Ochipinti,The Prestige,False,0
5562,2006,2007,79,CINEMATOGRAPHY,Emmanuel Lubezki,Children of Men,False,0
5564,2006,2007,79,CINEMATOGRAPHY,Wally Pfister,The Prestige,False,0
5568,2006,2007,79,DIRECTING,Clint Eastwood,Letters from Iwo Jima,False,1
5569,2006,2007,79,DIRECTING,Paul Greengrass,United 93,False,0
5579,2006,2007,79,FILM EDITING,Steven Rosenblum,Blood Diamond,False,0
5580,2006,2007,79,FILM EDITING,Alex Rodríguez and Alfonso Cuarón,Children of Men,False,0
5581,2006,2007,79,FILM EDITING,"Clare Douglas, Christopher Rouse and Richard Pearson",United 93,False,0
5584,2006,2007,79,FOREIGN LANGUAGE FILM,Germany,The Lives of Others,True,1
5602,2006,2007,79,SOUND EDITING,Lon Bender,Blood Diamond,False,0
5605,2006,2007,79,SOUND MIXING,"Andy Nelson, Anna Behlmer and Ivan Sharrock",Blood Diamond,False,0
5610,2006,2007,79,WRITING (Adapted Screenplay),Screenplay by Alfonso Cuarón & Timothy J. Sexton and David Arata and Mark Fergus & Hawk Ostby,Children of Men,False,0
5614,2007,2008,80,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,There Will Be Blood,True,2
5619,2007,2008,80,ACTOR IN A SUPPORTING ROLE,Javier Bardem,No Country for Old Men,True,4
5621,2007,2008,80,ACTOR IN A SUPPORTING ROLE,Hal Holbrook,Into the Wild,False,0
5626,2007,2008,80,ACTRESS IN A LEADING ROLE,Ellen Page,Juno,False,1
5628,2007,2008,80,ACTRESS IN A SUPPORTING ROLE,Ruby Dee,American Gangster,False,0
5629,2007,2008,80,ACTRESS IN A SUPPORTING ROLE,Saoirse Ronan,Atonement,False,1
5632,2007,2008,80,ANIMATED FEATURE FILM,Brad Bird,Ratatouille,True,1
5634,2007,2008,80,ART DIRECTION,Art Direction: Arthur Max; Set Decoration: Beth A. Rubino,American Gangster,False,0
5637,2007,2008,80,CINEMATOGRAPHY,Janusz Kaminski,The Diving Bell and the Butterfly,False,0
5639,2007,2008,80,DIRECTING,Julian Schnabel,The Diving Bell and the Butterfly,False,0
5649,2007,2008,80,FILM EDITING,Christopher Rouse,The Bourne Ultimatum,True,3
5650,2007,2008,80,FILM EDITING,Juliette Welfling,The Diving Bell and the Butterfly,False,0
5651,2007,2008,80,FILM EDITING,Jay Cassidy,Into the Wild,False,0
5660,2007,2008,80,MUSIC (Original Score),Marco Beltrami,3:10 to Yuma,False,0
5677,2007,2008,80,SOUND MIXING,"Paul Massey, David Giammarco and Jim Stuebe",3:10 to Yuma,False,0
5682,2007,2008,80,WRITING (Adapted Screenplay),Screenplay by Ronald Harwood,The Diving Bell and the Butterfly,False,0
5687,2008,2009,81,ACTOR IN A LEADING ROLE,Sean Penn,Milk,True,2
5688,2008,2009,81,ACTOR IN A LEADING ROLE,Brad Pitt,The Curious Case of Benjamin Button,False,3
5689,2008,2009,81,ACTOR IN A LEADING ROLE,Mickey Rourke,The Wrestler,False,0
5692,2008,2009,81,ACTOR IN A SUPPORTING ROLE,Heath Ledger,The Dark Knight,True,2
5695,2008,2009,81,ACTRESS IN A LEADING ROLE,Angelina Jolie,Changeling,False,0
5702,2008,2009,81,ACTRESS IN A SUPPORTING ROLE,Marisa Tomei,The Wrestler,False,0
5706,2008,2009,81,ART DIRECTION,Art Direction: James J. Murakami; Set Decoration: Gary Fettis,Changeling,False,0
5709,2008,2009,81,CINEMATOGRAPHY,Tom Stern,Changeling,False,0
5710,2008,2009,81,CINEMATOGRAPHY,Anthony Dod Mantle,Slumdog Millionaire,True,8
5726,2008,2009,81,FOREIGN LANGUAGE FILM,Japan,Departures,True,1
5750,2008,2009,81,WRITING (Original Screenplay),Written by Martin McDonagh,In Bruges,False,0
5760,2009,2010,82,ACTOR IN A SUPPORTING ROLE,Christoph Waltz,Inglourious Basterds,True,1
5773,2009,2010,82,ANIMATED FEATURE FILM,Pete Docter,Up,True,2
5774,2009,2010,82,ART DIRECTION,Production Design: Rick Carter and Robert Stromberg; Set Decoration: Kim Sinclair,Avatar,True,3
5796,2009,2010,82,FILM EDITING,Julian Clarke,District 9,False,0
5800,2009,2010,82,FOREIGN LANGUAGE FILM,Argentina,The Secret in Their Eyes,True,1
5803,2009,2010,82,MAKEUP,"Barney Burman, Mindy Hall and Joel Harlow",Star Trek,True,1
5810,2009,2010,82,BEST PICTURE,"Peter Jackson and Carolynne Cunningham, Producers",District 9,False,0
5825,2009,2010,82,VISUAL EFFECTS,"Dan Kaufman, Peter Muyzers, Robert Habros and Matt Aitken",District 9,False,0
5826,2009,2010,82,WRITING (Adapted Screenplay),Written by Neill Blomkamp and Terri Tatchell,District 9,False,0
5833,2010,2011,83,ACTOR IN A LEADING ROLE,Jeff Bridges,True Grit,False,0
5834,2010,2011,83,ACTOR IN A LEADING ROLE,Jesse Eisenberg,The Social Network,False,3
5835,2010,2011,83,ACTOR IN A LEADING ROLE,Colin Firth,The King's Speech,True,4
5844,2010,2011,83,ACTRESS IN A LEADING ROLE,Natalie Portman,Black Swan,True,1
5846,2010,2011,83,ACTRESS IN A SUPPORTING ROLE,Hailee Steinfeld,True Grit,False,0
5848,2010,2011,83,ANIMATED FEATURE FILM,Chris Sanders and Dean DeBlois,How to Train Your Dragon,False,0
5850,2010,2011,83,ANIMATED FEATURE FILM,Lee Unkrich,Toy Story 3,True,2
5853,2010,2011,83,ART DIRECTION,Production Design: Guy Hendrix Dyas; Set Decoration: Larry Dias and Doug Mowat,Inception,False,4
5854,2010,2011,83,ART DIRECTION,Production Design: Jess Gonchor; Set Decoration: Nancy Haigh,True Grit,False,0
5855,2010,2011,83,CINEMATOGRAPHY,Roger Deakins,True Grit,False,0
5858,2010,2011,83,COSTUME DESIGN,Mary Zophres,True Grit,False,0
5859,2010,2011,83,DIRECTING,Joel Coen and Ethan Coen,True Grit,False,0
5874,2010,2011,83,FOREIGN LANGUAGE FILM,Canada,Incendies,False,0
5879,2010,2011,83,MUSIC (Original Score),John Powell,How to Train Your Dragon,False,0
5886,2010,2011,83,BEST PICTURE,"Scott Rudin, Ethan Coen and Joel Coen, Producers",True Grit,False,0
5899,2010,2011,83,SOUND EDITING,Skip Lievsay and Craig Berkey,True Grit,False,0
5902,2010,2011,83,SOUND MIXING,"Skip Lievsay, Craig Berkey, Greg Orloff and Peter F. Kurland",True Grit,False,0
5907,2010,2011,83,WRITING (Adapted Screenplay),Written for the screen by Joel Coen & Ethan Coen,True Grit,False,0
5913,2011,2012,84,ACTOR IN A LEADING ROLE,Jean Dujardin,The Artist,True,5
5918,2011,2012,84,ACTOR IN A SUPPORTING ROLE,Nick Nolte,Warrior,False,0
5922,2011,2012,84,ACTRESS IN A LEADING ROLE,Viola Davis,The Help,False,1
5934,2011,2012,84,ART DIRECTION,Production Design: Dante Ferretti; Set Decoration: Francesca Lo Schiavo,Hugo,True,5
5958,2011,2012,84,FOREIGN LANGUAGE FILM,Iran,A Separation,True,1
5980,2011,2012,84,SOUND EDITING,Lon Bender and Victor Ray Ennis,Drive,False,0
6000,2012,2013,85,ACTOR IN A SUPPORTING ROLE,Alan Arkin,Argo,False,3
6002,2012,2013,85,ACTOR IN A SUPPORTING ROLE,Christoph Waltz,Django Unchained,True,2
6015,2012,2013,85,CINEMATOGRAPHY,Claudio Miranda,Life of Pi,True,4
6035,2012,2013,85,MAKEUP AND HAIRSTYLING,"Peter Swords King, Rick Findlater and Tami Lane",The Hobbit: An Unexpected Journey,False,0
6039,2012,2013,85,PRODUCTION DESIGN,Production Design: Dan Hennah; Set Decoration: Ra Vincent and Simon Bright,The Hobbit: An Unexpected Journey,False,0
6050,2012,2013,85,VISUAL EFFECTS,"Joe Letteri, Eric Saindon, David Clayton and R. Christopher White",The Hobbit: An Unexpected Journey,False,0
6059,2013,2014,86,ACTOR IN A LEADING ROLE,Leonardo DiCaprio,The Wolf of Wall Street,False,0
6060,2013,2014,86,ACTOR IN A LEADING ROLE,Chiwetel Ejiofor,12 Years a Slave,False,3
6064,2013,2014,86,ACTOR IN A SUPPORTING ROLE,Jonah Hill,The Wolf of Wall Street,False,0
6067,2013,2014,86,ACTRESS IN A LEADING ROLE,Sandra Bullock,Gravity,False,7
6081,2013,2014,86,CINEMATOGRAPHY,Roger A. Deakins,Prisoners,False,0
6088,2013,2014,86,DIRECTING,Martin Scorsese,The Wolf of Wall Street,False,0
6103,2013,2014,86,FOREIGN LANGUAGE FILM,Denmark,The Hunt,False,0
6119,2013,2014,86,BEST PICTURE,"Martin Scorsese, Leonardo DiCaprio, Joey McFarland and Emma Tillinger Koskoff, Producers",The Wolf of Wall Street,False,0
6133,2013,2014,86,SOUND EDITING,Brent Burge and Chris Ward,The Hobbit: The Desolation of Smaug,False,0
6136,2013,2014,86,SOUND MIXING,"Christopher Boyes, Michael Hedges, Michael Semanick and Tony Johnson",The Hobbit: The Desolation of Smaug,False,0
6139,2013,2014,86,VISUAL EFFECTS,"Joe Letteri, Eric Saindon, David Clayton and Eric Reynolds",The Hobbit: The Desolation of Smaug,False,0
6143,2013,2014,86,WRITING (Adapted Screenplay),"Written by Richard Linklater, Julie Delpy, Ethan Hawke",Before Midnight,False,0
6146,2013,2014,86,WRITING (Adapted Screenplay),Screenplay by Terence Winter,The Wolf of Wall Street,False,0
6151,2014,2015,87,ACTOR IN A LEADING ROLE,Benedict Cumberbatch,The Imitation Game,False,1
6155,2014,2015,87,ACTOR IN A SUPPORTING ROLE,Ethan Hawke,Boyhood,False,1
6157,2014,2015,87,ACTOR IN A SUPPORTING ROLE,J.K. Simmons,Whiplash,True,3
6160,2014,2015,87,ACTRESS IN A LEADING ROLE,Rosamund Pike,Gone Girl,False,0
6169,2014,2015,87,CINEMATOGRAPHY,Robert Yeoman,The Grand Budapest Hotel,False,4
6189,2014,2015,87,FOREIGN LANGUAGE FILM,Estonia,Tangerines,False,0
6191,2014,2015,87,FOREIGN LANGUAGE FILM,Argentina,Wild Tales,False,0
6193,2014,2015,87,MAKEUP AND HAIRSTYLING,Elizabeth Yianni-Georgiou and David White,Guardians of the Galaxy,False,0
6194,2014,2015,87,MUSIC (Original Score),Hans Zimmer,Interstellar,False,1
6218,2014,2015,87,VISUAL EFFECTS,"Stephane Ceretti, Nicolas Aithadi, Jonathan Fawkner and Paul Corbould",Guardians of the Galaxy,False,0
6219,2014,2015,87,VISUAL EFFECTS,"Richard Stammers, Lou Pecora, Tim Crosbie and Cameron Waldbauer",X-Men: Days of Future Past,False,0
6224,2015,2016,88,ACTOR IN A LEADING ROLE,Matt Damon,The Martian,False,0
6229,2015,2016,88,ACTOR IN A SUPPORTING ROLE,Mark Ruffalo,Spotlight,False,2
6231,2015,2016,88,ACTOR IN A SUPPORTING ROLE,Sylvester Stallone,Creed,False,0
6233,2015,2016,88,ACTRESS IN A LEADING ROLE,Brie Larson,Room,True,1
6242,2015,2016,88,ANIMATED FEATURE FILM,Pete Docter and Jonas Rivera,Inside Out,True,1
6246,2015,2016,88,CINEMATOGRAPHY,John Seale,Mad Max: Fury Road,False,6
6276,2015,2016,88,BEST PICTURE,"Simon Kinberg, Ridley Scott, Michael Schaefer and Mark Huffam, Producers",The Martian,False,0
6277,2015,2016,88,PRODUCTION DESIGN,Production Design: Arthur Max; Set Decoration: Celia Bobak,The Martian,False,0
6288,2015,2016,88,SOUND EDITING,Oliver Tarney,The Martian,False,0
6291,2015,2016,88,SOUND MIXING,"Paul Massey, Mark Taylor and Mac Ruth",The Martian,False,0
6294,2015,2016,88,VISUAL EFFECTS,"Richard Stammers, Anders Langlands, Chris Lawrence and Steven Warner",The Martian,False,0
6298,2015,2016,88,WRITING (Adapted Screenplay),Screenplay by Drew Goddard,The Martian,False,0
6301,2016,2017,89,ACTOR IN A LEADING ROLE,Andrew Garfield,Hacksaw Ridge,False,2
6302,2016,2017,89,ACTOR IN A LEADING ROLE,Ryan Gosling,La La Land,False,6
6319,2016,2017,89,ANIMATED FEATURE FILM,"Byron Howard, Rich Moore and Clark Spencer",Zootopia,True,1
6320,2016,2017,89,CINEMATOGRAPHY,Bradford Young,Arrival,False,1
6369,2016,2017,89,SOUND MIXING,"David Parker, Christopher Scarabosio and Stuart Wilson",Rogue One: A Star Wars Story,False,0
6373,2016,2017,89,VISUAL EFFECTS,"Robert Legato, Adam Valdez, Andrew R. Jones and Dan Lemmon",The Jungle Book,True,1
6375,2016,2017,89,VISUAL EFFECTS,"John Knoll, Mohen Leo, Hal Hickel and Neil Corbould",Rogue One: A Star Wars Story,False,0
6397,2017,2018,90,ANIMATED FEATURE FILM,Lee Unkrich and Darla K. Anderson,Coco,True,2
6400,2017,2018,90,CINEMATOGRAPHY,Roger A. Deakins,Blade Runner 2049,True,2
6401,2017,2018,90,CINEMATOGRAPHY,Hoyte van Hoytema,Dunkirk,False,3
6403,2017,2018,90,COSTUME DESIGN,Jacqueline Durran,Beauty and the Beast,False,0
6430,2017,2018,90,PRODUCTION DESIGN,Production Design: Sarah Greenwood; Set Decoration: Katie Spencer,Beauty and the Beast,False,0
6450,2017,2018,90,WRITING (Adapted Screenplay),Screenplay by Scott Frank & James Mangold and Michael Green; Story by James Mangold,Logan,False,0
6458,2018,2019,91,ACTOR IN A LEADING ROLE,Rami Malek,Bohemian Rhapsody,True,4
6459,2018,2019,91,ACTOR IN A LEADING ROLE,Viggo Mortensen,Green Book,False,3
6462,2018,2019,91,ACTRESS IN A LEADING ROLE,Yalitza Aparicio,Roma,False,3
6471,2018,2019,91,ANIMATED FEATURE FILM,"Bob Persichetti, Peter Ramsey, Rodney Rothman, Phil Lord and Christopher Miller",Spider-Man: Into the Spider-Verse,True,1
6489,2018,2019,91,FOREIGN LANGUAGE FILM,Lebanon,Capernaum,False,0
6513,2018,2019,91,VISUAL EFFECTS,"Dan DeLeeuw, Kelly Port, Russell Earl and Dan Sudick",Avengers: Infinity War,False,0
6522,2019,2020,92,ACTOR IN A LEADING ROLE,Adam Driver,Marriage Story,False,1
6523,2019,2020,92,ACTOR IN A LEADING ROLE,Joaquin Phoenix,Joker,True,2
6527,2019,2020,92,ACTOR IN A SUPPORTING ROLE,Al Pacino,The Irishman,False,0
6528,2019,2020,92,ACTOR IN A SUPPORTING ROLE,Joe Pesci,The Irishman,False,0
6530,2019,2020,92,ACTRESS IN A LEADING ROLE,Saoirse Ronan,Little Women,False,1
6537,2019,2020,92,ANIMATED FEATURE FILM,"Sergio Pablos, Jinko Gotoh and Marisa Román",Klaus,False,0
6540,2019,2020,92,CINEMATOGRAPHY,Rodrigo Prieto,The Irishman,False,0
6542,2019,2020,92,CINEMATOGRAPHY,Roger Deakins,1917,True,3
6543,2019,2020,92,COSTUME DESIGN,Sandy Powell and Christopher Peterson,The Irishman,False,0
6544,2019,2020,92,DIRECTING,Martin Scorsese,The Irishman,False,0
6545,2019,2020,92,DIRECTING,Bong Joon Ho,Parasite,True,4
6556,2019,2020,92,FILM EDITING,Michael McCusker and Andrew Buckland,Ford v Ferrari,True,2
6557,2019,2020,92,FILM EDITING,Thelma Schoonmaker,The Irishman,False,0
6568,2019,2020,92,BEST PICTURE,"Martin Scorsese, Robert De Niro, Jane Rosenthal and Emma Tillinger Koskoff, Producers",The Irishman,False,0
6569,2019,2020,92,PRODUCTION DESIGN,Production Design: Bob Shaw; Set Decoration: Regina Graves,The Irishman,False,0
6582,2019,2020,92,VISUAL EFFECTS,"Dan DeLeeuw, Russell Earl, Matt Aitken and Dan Sudick",Avengers: Endgame,False,0
6583,2019,2020,92,VISUAL EFFECTS,"Pablo Helman, Leandro Estebecorena, Nelson Sepulveda-Fauser and Stephane Grabli",The Irishman,False,0
6584,2019,2020,92,VISUAL EFFECTS,"Robert Legato, Adam Valdez, Andrew R. Jones and Elliot Newman",The Lion King,False,0
6586,2019,2020,92,WRITING (Adapted Screenplay),Screenplay by Steven Zaillian,The Irishman,False,0
